val_image,nearest_train_image,dhash_dist,phash_dist,combined
RipDetSeg-n1wuzxgee4ox.jpg,RipDetSeg-craonzs9jmej.jpg,0,0,0
RipDetSeg-bwbq9dcrbyjn.jpg,RipDetSeg-18jh1mmmfeos.jpg,0,0,0
RipDetSeg-bwhe0cbvtg76.jpg,RipDetSeg-kuds7iom9sk0.jpg,0,0,0
RipDetSeg-bwhky28mffuu.jpg,RipDetSeg-nf8jdsjk2v45.jpg,0,0,0
RipDetSeg-bwm6hibb6hlw.jpg,RipDetSeg-5f7bwf90u19m.jpg,0,0,0
RipDetSeg-tbk1nf5ffj10.jpg,RipDetSeg-2q0n85lk6xxs.jpg,0,0,0
RipDetSeg-tbh5zav59odp.jpg,RipDetSeg-hskss1jo1yd1.jpg,0,0,0
RipDetSeg-nzy8d2esgam2.jpg,RipDetSeg-12j9xzvtgfxp.jpg,0,0,0
RipDetSeg-bz2au37tvz9w.jpg,RipDetSeg-37p8rs5k0st4.jpg,0,0,0
RipDetSeg-tasldrexlihv.jpg,RipDetSeg-ke4wf2j86id6.jpg,0,0,0
RipDetSeg-c0jnxls3zgyu.jpg,RipDetSeg-3i1zy833ipts.jpg,0,0,0
RipDetSeg-c0o8txbwhcds.jpg,RipDetSeg-471bnabl9wfi.jpg,0,0,0
RipDetSeg-taci93jpivvd.jpg,RipDetSeg-4x4l2s2afjr1.jpg,0,0,0
RipDetSeg-c1086pf2rh1l.jpg,RipDetSeg-1scseymyk40i.jpg,0,0,0
RipDetSeg-ta56bhl5yju6.jpg,RipDetSeg-ks0e5wn5d2w6.jpg,0,0,0
RipDetSeg-bzuvrtd9fou8.jpg,RipDetSeg-qdhszn71tj2b.jpg,0,0,0
RipDetSeg-buu588q0jbh5.jpg,RipDetSeg-8ht5gaq4igr6.jpg,0,0,0
RipDetSeg-kwa8197fegve.jpg,RipDetSeg-33nk6c2of2xx.jpg,0,0,0
RipDetSeg-nzmk3u03b4g4.jpg,RipDetSeg-0krbecl46py1.jpg,0,0,0
RipDetSeg-kxsxihlcihms.jpg,RipDetSeg-nrydrpa30kb8.jpg,0,0,0
RipDetSeg-boga8nmaupvt.jpg,RipDetSeg-tjygsrfbmgnh.jpg,0,0,0
RipDetSeg-thazamdsbju0.jpg,RipDetSeg-urq78li4ij4o.jpg,0,0,0
RipDetSeg-tgqjgfmj3mrf.jpg,RipDetSeg-crnorfaxa1ot.jpg,0,0,0
RipDetSeg-bos98mz4jo13.jpg,RipDetSeg-go6ms1s1jce5.jpg,0,0,0
RipDetSeg-box6ma1h8005.jpg,RipDetSeg-rgajq8a8ul32.jpg,0,0,0
RipDetSeg-boxnt6ihk14x.jpg,RipDetSeg-h4rb2yn66vnj.jpg,0,0,0
RipDetSeg-tg45yb11rufy.jpg,RipDetSeg-lcdrefj5sp2o.jpg,0,0,0
RipDetSeg-bqcovlvkw71q.jpg,RipDetSeg-f37yppfdnigt.jpg,0,0,0
RipDetSeg-tfpuo8zo2mx7.jpg,RipDetSeg-3jug3lggo1x1.jpg,0,0,0
RipDetSeg-kwns8tzew72y.jpg,RipDetSeg-xh6a7i19awi9.jpg,0,0,0
RipDetSeg-terkzuhv7an3.jpg,RipDetSeg-cx6w5nucskf5.jpg,0,0,0
RipDetSeg-bsayyjnwr0yy.jpg,RipDetSeg-4jko4kj0fkg9.jpg,0,0,0
RipDetSeg-bsik3tw6q3rx.jpg,RipDetSeg-3tngohsbnvpx.jpg,0,0,0
RipDetSeg-teg8qs5ksowb.jpg,RipDetSeg-0e88glyi46yi.jpg,0,0,0
RipDetSeg-o1mr8djnggp6.jpg,RipDetSeg-8w5quiikfdpc.jpg,0,0,0
RipDetSeg-bntdueir7qk5.jpg,RipDetSeg-iiwf5mdtps89.jpg,0,0,0
RipDetSeg-ktzruk5h1127.jpg,RipDetSeg-8h46y7zyfk6a.jpg,0,0,0
RipDetSeg-t8i4fq784r75.jpg,RipDetSeg-gbv4mjdnl1nk.jpg,0,0,0
RipDetSeg-t3wakv4ned3z.jpg,RipDetSeg-7npgs85w40gb.jpg,0,0,0
RipDetSeg-t3fign6mwa0p.jpg,RipDetSeg-ary5spi19cba.jpg,0,0,0
RipDetSeg-caf55cfz5mti.jpg,RipDetSeg-1eum56lqhl7w.jpg,0,0,0
RipDetSeg-t2rpn89o2vju.jpg,RipDetSeg-31tzm5dsz74i.jpg,0,0,0
RipDetSeg-t2ib6v83rgm2.jpg,RipDetSeg-ykii0dal5r4e.jpg,0,0,0
RipDetSeg-cc3f625t3li9.jpg,RipDetSeg-cdz1hsf0ox6r.jpg,0,0,0
RipDetSeg-t4cuhvc855x8.jpg,RipDetSeg-0qvdh9xn08jr.jpg,0,0,0
RipDetSeg-ccaq25hfv6rg.jpg,RipDetSeg-5jv6ggz4yzyx.jpg,0,0,0
RipDetSeg-ccujbi2m7ajp.jpg,RipDetSeg-0xk4rsilazck.jpg,0,0,0
RipDetSeg-ksgy8odc4oiz.jpg,RipDetSeg-kubyrzzifuxi.jpg,0,0,0
RipDetSeg-t0ubkt85rvxj.jpg,RipDetSeg-igy8ekkw7m7m.jpg,0,0,0
RipDetSeg-t0aeidwkam97.jpg,RipDetSeg-0mx78qbs0iwq.jpg,0,0,0
RipDetSeg-szwu35vdik92.jpg,RipDetSeg-hikk08ah5cby.jpg,0,0,0
RipDetSeg-szof1crr6li8.jpg,RipDetSeg-wowk3uyouwtv.jpg,0,0,0
RipDetSeg-t2cn6cto415k.jpg,RipDetSeg-84c953grmvr9.jpg,0,0,0
RipDetSeg-t4nh7dc98fub.jpg,RipDetSeg-20aee4p2iq8e.jpg,0,0,0
RipDetSeg-c79pjhm23lrv.jpg,RipDetSeg-9r1gvnfahddk.jpg,0,0,0
RipDetSeg-t538tqog3a9i.jpg,RipDetSeg-407kv9980pvt.jpg,0,0,0
RipDetSeg-o2fsrdmsm89n.jpg,RipDetSeg-0ims9uk0g3t2.jpg,0,0,0
RipDetSeg-t86hdkuwmw14.jpg,RipDetSeg-l2xnh7zqfc4f.jpg,0,0,0
RipDetSeg-t80pbdk9qvvu.jpg,RipDetSeg-9itsqji8lrvg.jpg,0,0,0
RipDetSeg-t7v0f4s79488.jpg,RipDetSeg-afvft5vhcdue.jpg,0,0,0
RipDetSeg-t7md1cw2b3jf.jpg,RipDetSeg-9w8pezz4efgk.jpg,0,0,0
RipDetSeg-c3slsbn2f5nk.jpg,RipDetSeg-36f9zzm4l0sr.jpg,0,0,0
RipDetSeg-t7ekmpfii0ra.jpg,RipDetSeg-7p7et576lpgl.jpg,0,0,0
RipDetSeg-t76lj3sodh8l.jpg,RipDetSeg-cteteocd2oho.jpg,0,0,0
RipDetSeg-ktm2hb15we5e.jpg,RipDetSeg-y433elemnkz1.jpg,0,0,0
RipDetSeg-t6kbqx67llt7.jpg,RipDetSeg-cb65naee7hso.jpg,0,0,0
RipDetSeg-ktfb3k25ad1y.jpg,RipDetSeg-a2f76l9fjan9.jpg,0,0,0
RipDetSeg-c6g7g99925iq.jpg,RipDetSeg-cfl6nikies2k.jpg,0,0,0
RipDetSeg-t5m2e73jcbuw.jpg,RipDetSeg-sg7ln61gf5no.jpg,0,0,0
RipDetSeg-t5ft70u3kmkb.jpg,RipDetSeg-8w5quiikfdpc.jpg,0,0,0
RipDetSeg-t58oqed1elfq.jpg,RipDetSeg-bu20vwqfbvi4.jpg,0,0,0
RipDetSeg-c264x3inhh5q.jpg,RipDetSeg-h0e69a65nz8o.jpg,0,0,0
RipDetSeg-cexdo0rcawce.jpg,RipDetSeg-5sizfz4r35t0.jpg,0,0,0
RipDetSeg-thsvd8gqa1te.jpg,RipDetSeg-bzclptl5aaql.jpg,0,0,0
RipDetSeg-bn97gh69v1h7.jpg,RipDetSeg-32aq1h1c3ksh.jpg,0,0,0
RipDetSeg-b73jl2bploxm.jpg,RipDetSeg-jdz0it6rtkjt.jpg,0,0,0
RipDetSeg-b78i07p99b2x.jpg,RipDetSeg-fijdidoa89gu.jpg,0,0,0
RipDetSeg-nxwydkrneryu.jpg,RipDetSeg-f618ww4ndift.jpg,0,0,0
RipDetSeg-b7z6vtwfqsnc.jpg,RipDetSeg-zyezp33s7i95.jpg,0,0,0
RipDetSeg-b8gtwf27bo1u.jpg,RipDetSeg-0inwaa1ytlze.jpg,0,0,0
RipDetSeg-b9iu3zur5wu4.jpg,RipDetSeg-pu4y4h4wez7f.jpg,0,0,0
RipDetSeg-b715y0plhlk3.jpg,RipDetSeg-sl4sk8rgbwo8.jpg,0,0,0
RipDetSeg-b9jseh72vqio.jpg,RipDetSeg-g8qdaw6zb2zg.jpg,0,0,0
RipDetSeg-tqq3ylqpmn1i.jpg,RipDetSeg-g17sn7bde28y.jpg,0,0,0
RipDetSeg-l27zdico53by.jpg,RipDetSeg-o9yp2w15x8d9.jpg,0,0,0
RipDetSeg-tq6ka0402fml.jpg,RipDetSeg-8qx17jvn6jo0.jpg,0,0,0
RipDetSeg-barqqhi872uh.jpg,RipDetSeg-31eu5fd5z3i3.jpg,0,0,0
RipDetSeg-tpz49q3c1nsr.jpg,RipDetSeg-17su9e0kc2ei.jpg,0,0,0
RipDetSeg-bblejmr5ok9v.jpg,RipDetSeg-imvkfmdevfbv.jpg,0,0,0
RipDetSeg-tqwlymcla4ll.jpg,RipDetSeg-53ru13a8b9iy.jpg,0,0,0
RipDetSeg-ts5o0119lieb.jpg,RipDetSeg-3k7pqi8ogcxm.jpg,0,0,0
RipDetSeg-b6zc83zw7g3k.jpg,RipDetSeg-urz5xq8x9jgz.jpg,0,0,0
RipDetSeg-b6jrwm9strqo.jpg,RipDetSeg-89yfvne6uuke.jpg,0,0,0
RipDetSeg-azukqm3sdfif.jpg,RipDetSeg-159pbq1x2bd9.jpg,0,0,0
RipDetSeg-b06xb8oni0zi.jpg,RipDetSeg-bjlnv3enj1nt.jpg,0,0,0
RipDetSeg-tw1brt1vmns2.jpg,RipDetSeg-4r747oj0pr1l.jpg,0,0,0
RipDetSeg-b11zsza21ksn.jpg,RipDetSeg-4rv9mkhv0krn.jpg,0,0,0
RipDetSeg-tv3psoqy1fb2.jpg,RipDetSeg-cteteocd2oho.jpg,0,0,0
RipDetSeg-l3tk0s6agd8c.jpg,RipDetSeg-91m981yofwsg.jpg,0,0,0
RipDetSeg-b38r8we5af1b.jpg,RipDetSeg-16tqgo7o3el0.jpg,0,0,0
RipDetSeg-nxeffdof744g.jpg,RipDetSeg-2qzi4w51sf7w.jpg,0,0,0
RipDetSeg-l3p2idj7q96p.jpg,RipDetSeg-vbici13xpcg3.jpg,0,0,0
RipDetSeg-l3lz5h1iziu6.jpg,RipDetSeg-52z42b8w86bs.jpg,0,0,0
RipDetSeg-l3dp8jg6lu8z.jpg,RipDetSeg-arw8rz6icdqw.jpg,0,0,0
RipDetSeg-b578ecrxa4r2.jpg,RipDetSeg-2c26tl8amda1.jpg,0,0,0
RipDetSeg-b5cqzmf2w1z1.jpg,RipDetSeg-knvl0vd0z2ik.jpg,0,0,0
RipDetSeg-b5iirj8hcb29.jpg,RipDetSeg-ht3a10guvpwh.jpg,0,0,0
RipDetSeg-b6ej0ns4125q.jpg,RipDetSeg-5i34azkrb6uf.jpg,0,0,0
RipDetSeg-tpr43sjnxam4.jpg,RipDetSeg-7lx6hf5qyvic.jpg,0,0,0
RipDetSeg-ti596qslz738.jpg,RipDetSeg-dsltpysof9iv.jpg,0,0,0
RipDetSeg-tpn6ty9rz0rf.jpg,RipDetSeg-0zjeaupb6up9.jpg,0,0,0
RipDetSeg-toou8zux0sm8.jpg,RipDetSeg-i03dbljyewwg.jpg,0,0,0
RipDetSeg-nzb77wzux2n1.jpg,RipDetSeg-0aicknj16cw3.jpg,0,0,0
RipDetSeg-bhsfagqvmzw0.jpg,RipDetSeg-3w6rqdqz4xti.jpg,0,0,0
RipDetSeg-tk6qjprvxhb8.jpg,RipDetSeg-igkrrlmeu55b.jpg,0,0,0
RipDetSeg-binwcwfpq46b.jpg,RipDetSeg-63w2p322dhut.jpg,0,0,0
RipDetSeg-tjvis8f5jnn5.jpg,RipDetSeg-k8e3jyeffsj8.jpg,0,0,0
RipDetSeg-bjdn3npe5g3z.jpg,RipDetSeg-itx34dnfyhk4.jpg,0,0,0
RipDetSeg-bhda1pn3g88c.jpg,RipDetSeg-5ks3slo77rx4.jpg,0,0,0
RipDetSeg-bkfy3jsl0ljw.jpg,RipDetSeg-c3lf0bigsvrr.jpg,0,0,0
RipDetSeg-bkovw2t0czcq.jpg,RipDetSeg-26j97ortosum.jpg,0,0,0
RipDetSeg-tiwg2sred3rr.jpg,RipDetSeg-hztwbwuoyoqo.jpg,0,0,0
RipDetSeg-blbhvwmqs11e.jpg,RipDetSeg-pwggmjmcq3rp.jpg,0,0,0
RipDetSeg-tipnq0shv6b2.jpg,RipDetSeg-aodrezx8s2yx.jpg,0,0,0
RipDetSeg-tiem1fnjn78x.jpg,RipDetSeg-08907gpj8gdj.jpg,0,0,0
RipDetSeg-bmqj7etjdmd2.jpg,RipDetSeg-007tzvyx9ojc.jpg,0,0,0
RipDetSeg-bkfz9b37gi5k.jpg,RipDetSeg-gfrnjmfgvc2l.jpg,0,0,0
RipDetSeg-kzddsnpoek8o.jpg,RipDetSeg-0fk6dib0apoh.jpg,0,0,0
RipDetSeg-bha91c03m8tu.jpg,RipDetSeg-1k7sgpjgdvn0.jpg,0,0,0
RipDetSeg-bgr4ijsk9zda.jpg,RipDetSeg-f9zvya6d018v.jpg,0,0,0
RipDetSeg-bd82ib5ef8ze.jpg,RipDetSeg-ms3tsl0eylfy.jpg,0,0,0
RipDetSeg-bd8iu1hk7fzd.jpg,RipDetSeg-0z9l1uih8b73.jpg,0,0,0
RipDetSeg-bd9lswj4q063.jpg,RipDetSeg-z42zam5pt3zu.jpg,0,0,0
RipDetSeg-tokg9akyzosn.jpg,RipDetSeg-95u12l6uk0br.jpg,0,0,0
RipDetSeg-bdcq86auv4i8.jpg,RipDetSeg-8ptbqn2swpjg.jpg,0,0,0
RipDetSeg-bdf1qqelruh2.jpg,RipDetSeg-b5axdlxicun5.jpg,0,0,0
RipDetSeg-nyhy5j773x8h.jpg,RipDetSeg-1tp8y74vv2ij.jpg,0,0,0
RipDetSeg-tof50754zvpn.jpg,RipDetSeg-6jw9nqdldz4t.jpg,0,0,0
RipDetSeg-to6nsle936sl.jpg,RipDetSeg-eb50wh4t7i78.jpg,0,0,0
RipDetSeg-bdrdzloh5rr3.jpg,RipDetSeg-h000jange7km.jpg,0,0,0
RipDetSeg-to1wkn9ge4n9.jpg,RipDetSeg-7twlc06oo2vq.jpg,0,0,0
RipDetSeg-betmqf1w80ga.jpg,RipDetSeg-ykii0dal5r4e.jpg,0,0,0
RipDetSeg-bf1xfb35o03v.jpg,RipDetSeg-vzlvqclqsekc.jpg,0,0,0
RipDetSeg-tmpps3xp3iwu.jpg,RipDetSeg-2sppzykrfiqz.jpg,0,0,0
RipDetSeg-bgc9heauorua.jpg,RipDetSeg-38qcjbdj08r5.jpg,0,0,0
RipDetSeg-tow57kf7ta25.jpg,RipDetSeg-y2tkzt9l6shs.jpg,0,0,0
RipDetSeg-twfa9lvqawpa.jpg,RipDetSeg-859eh5n0f2q7.jpg,0,0,0
RipDetSeg-o3f1jqzoqhsm.jpg,RipDetSeg-1s78iw370cr3.jpg,0,0,0
RipDetSeg-szcqf3cwe67l.jpg,RipDetSeg-407kv9980pvt.jpg,0,0,0
RipDetSeg-dcjgkib23ppq.jpg,RipDetSeg-edfa0jn0offq.jpg,0,0,0
RipDetSeg-sdhftft6nwtq.jpg,RipDetSeg-30mcgovy8oy7.jpg,0,0,0
