area_px,width_inscribed,width_mean,width_minrect,length_minrect,elongation,skeleton_px,file_name,region_id,image_h,image_w,area_frac
129196,212.76047815820542,80.01765149902258,247.23494687131048,361.482880755608,1.4621026894865525,976,RipDetSeg-004ukanh3sbj.png,1,847,847,0.180086951794583
47260,35.01271362304688,18.922922922922922,73.59757690429687,209.778662109375,2.8503474018195214,999,RipDetSeg-005pvqvadojz.png,1,720,1280,0.051280381944444446
43234,108.86636466591168,81.39241958494506,108.71490125990941,186.63968714609288,1.7167810942483894,308,RipDetSeg-006ocgrxw825.png,1,883,882,0.055513183000644575
344541,150.4,80.8781690140845,159.83385416666667,184.36647135416666,1.1534882413704335,1136,RipDetSeg-007tzvyx9ojc.png,1,1080,1920,0.16615596064814814
84759,183.48122866894198,131.07193814370714,235.32017918088738,370.8366574232082,1.5758812470483086,565,RipDetSeg-00d6bgv65rou.png,1,586,586,0.2468258220829596
251865,120.84837239583334,94.998585572843,127.2,182.13333333333333,1.4318658280922432,707,RipDetSeg-00fydfqsbpon.png,1,1080,1920,0.12146267361111111
255435,62.846516927083336,43.05689001264223,76.66840006510417,81.46034342447916,1.0625021958891256,791,RipDetSeg-00iidme50z1f.png,1,2160,3840,0.030796079282407407
253771,50.91555989583333,39.39014357780365,59.4527587890625,104.338818359375,1.7549869927746762,859,RipDetSeg-00iidme50z1f.png,2,2160,3840,0.03059546199845679
128981,101.78109741210938,50.08970873786408,110.84544677734375,244.49455566406252,2.2057248427640057,1030,RipDetSeg-00k71nvmd1bc.png,1,720,1280,0.1399533420138889
103517,84.95751953125,40.436328125,91.23883666992188,260.1223876953125,2.851005089382791,1024,RipDetSeg-00k71nvmd1bc.png,2,720,1280,0.11232313368055556
5815,4.479999796549479,3.306325515280739,5.543541971842448,125.00740559895833,22.55009635246091,469,RipDetSeg-00konpdf16au.png,1,1080,1920,0.002804301697530864
315117,150.93333333333334,92.13947368421053,155.73011067708333,159.11490885416666,1.0217350271079042,912,RipDetSeg-00pypphisupi.png,1,1080,1920,0.15196614583333334
430722,156.52135416666667,95.95588972431078,158.37403971354166,246.62470703124998,1.5572293759591618,1197,RipDetSeg-00s1r0ae3r6a.png,1,1080,1920,0.20771701388888889
162310,78.07669270833333,54.17104714226116,103.05234374999999,158.52058919270834,1.5382531189903998,799,RipDetSeg-00t0pk1pdomv.png,1,1080,1920,0.07827449845679012
131821,81.811669921875,59.079439775910366,86.31652018229167,157.65330403645834,1.8264557433908442,595,RipDetSeg-00t0pk1pdomv.png,2,1080,1920,0.06357108410493827
71598,136.290234375,115.71393939393941,147.97335205078124,379.14619140625,2.562259934992452,495,RipDetSeg-00t1gag19f37.png,1,640,640,0.1747998046875
219426,97.6,75.79481865284974,101.21143391927083,184.389697265625,1.8218267455107844,772,RipDetSeg-00vanurkqjeb.png,1,1080,1920,0.10581886574074074
129221,75.30501302083333,56.490054644808744,82.22142740885417,182.89010416666667,2.224360606843123,610,RipDetSeg-00vanurkqjeb.png,2,1080,1920,0.06231722608024692
52694,54.32807006835938,31.459104477611945,72.81444702148438,191.28748779296876,2.627054047894206,670,RipDetSeg-00vi4pex2lmo.png,1,720,1280,0.057176649305555556
374675,56.05160725911458,49.073346430910284,64.48963623046875,137.497998046875,2.1320944896555756,1018,RipDetSeg-00x3s3uuwch3.png,1,2160,3840,0.045172043788580245
145813,36.47669270833333,28.548800783162015,39.09219970703125,97.52763671875,2.494810664266825,681,RipDetSeg-00x3s3uuwch3.png,2,2160,3840,0.017579692322530864
228530,64.70905354817708,51.29741863075196,64.13024088541667,75.11808268229167,1.1713363562208863,594,RipDetSeg-00x3s3uuwch3.png,3,2160,3840,0.027552324459876543
5316,9.411764705882353,3.83394185260311,9.223529411764705,31.435294117647057,3.4081632653061225,261,RipDetSeg-010r995f7cau.png,1,1530,2720,0.0012773933102652826
13950,8.807077205882353,6.6310160427807485,9.804937385110295,78.33815487132352,7.9896639615758565,396,RipDetSeg-010r995f7cau.png,2,1530,2720,0.0033520761245674742
8031,8.356479779411764,5.477237851662404,8.452777458639705,52.38486328125,6.197355075012259,276,RipDetSeg-010r995f7cau.png,3,1530,2720,0.0019297866205305653
51162,57.040625000000006,34.22207357859532,130.02835693359376,167.9068603515625,1.29130955978559,598,RipDetSeg-015atveppprv.png,1,720,1280,0.055514322916666664
51561,76.76621713425382,60.002754752060945,110.66538447414806,270.0828253525264,2.440535734239635,517,RipDetSeg-01bbaacoiiaf.png,1,851,851,0.07119708478723448
525,5.7550395965576175,4.468085106382978,5.6000000000000005,22.400000000000002,4.0,47,RipDetSeg-01f1e5d8t0w9.png,1,720,1280,0.0005696614583333334
380,4.800000000000001,3.454545454545455,4.777486419677735,17.70307769775391,3.705521301920952,44,RipDetSeg-01f1e5d8t0w9.png,2,720,1280,0.0004123263888888889
512,5.6000000000000005,3.8641509433962264,5.2,22.0,4.230769230769231,53,RipDetSeg-01f1e5d8t0w9.png,3,720,1280,0.0005555555555555556
3914,13.115039062500001,11.182857142857143,13.600000000000001,56.800000000000004,4.176470588235294,140,RipDetSeg-01f1e5d8t0w9.png,4,720,1280,0.004246961805555556
17875,41.587597656250004,20.140845070422536,45.81034851074219,96.51865844726564,2.106918231033163,355,RipDetSeg-01f1e5d8t0w9.png,5,720,1280,0.019395616319444444
339737,150.4,78.57461694131253,159.83385416666667,184.36647135416666,1.1534882413704335,1153,RipDetSeg-01gxrggg6t1g.png,1,1080,1920,0.16383921682098765
356371,150.93333333333334,184.17105943152455,152.14391276041667,203.85953776041666,1.3399125476773914,516,RipDetSeg-01hkagi8b4lq.png,1,1080,1920,0.17186101466049383
265527,112.43411458333333,39.49090909090909,165.62386067708334,194.434423828125,1.1739517665707213,1793,RipDetSeg-01jwk0h8qss6.png,1,1080,1920,0.12805121527777777
176116,98.31608072916667,103.2181684981685,98.96905924479167,141.098095703125,1.4256788614523523,455,RipDetSeg-01nq12wwbhst.png,1,1080,1920,0.08493248456790123
124191,65.1716796875,36.96160714285714,66.10976969401041,169.44163411458334,2.5630347057453875,896,RipDetSeg-01nq12wwbhst.png,20,1080,1920,0.05989149305555556
18426,9.6,5.821800947867299,9.8181884765625,225.72877604166666,22.990878264408487,844,RipDetSeg-01qs9rz5af4l.png,1,1080,1920,0.00888599537037037
128696,86.4,54.13080967402734,97.194482421875,125.08639322916666,1.2869701048072477,634,RipDetSeg-01tzog1kk1o2.png,1,1080,1920,0.062064043209876546
119702,82.6583984375,48.07309236947791,82.37548014322917,128.446630859375,1.559282332995696,664,RipDetSeg-01tzog1kk1o2.png,2,1080,1920,0.057726658950617286
391646,163.2,193.76425479282622,171.645654296875,191.45538736979165,1.115410629847081,539,RipDetSeg-0207gxxg791d.png,1,1080,1920,0.18887249228395062
64504,28.565169270833334,18.98572479764533,35.4197021484375,204.59173177083332,5.7762126545679795,906,RipDetSeg-02275ta4qtdd.png,1,1080,1920,0.031107253086419755
26093,12.153385416666666,8.176419898159029,12.524718221028646,213.08686523437498,17.013306125850256,851,RipDetSeg-025l19jpws26.png,1,1080,1920,0.012583429783950618
405926,140.90501302083334,55.14362370521311,187.734716796875,229.68009440104166,1.2234289870293447,1963,RipDetSeg-02brqx8clknj.png,1,1080,1920,0.1957590663580247
315392,143.45592447916667,72.503908045977,158.39816080729167,182.87760416666666,1.154543734817457,1160,RipDetSeg-02d8xsy31mus.png,1,1080,1920,0.15209876543209877
61202,96.74656100478468,85.96918484702164,113.68137896232057,250.8153409090909,2.2063010072407994,436,RipDetSeg-02ehyyu1egwn.png,1,836,836,0.08756953824317208
60848,43.89209798177083,29.236276276276275,49.51956787109375,119.42362467447917,2.411645129564848,555,RipDetSeg-02gdk49sdctx.png,1,1080,1920,0.029344135802469137
134588,62.490161132812496,31.046828143021916,96.555029296875,144.55374348958333,1.4971125226955093,1156,RipDetSeg-02gdk49sdctx.png,2,1080,1920,0.06490547839506172
300487,128.21002604166665,65.35878194671017,158.39816080729167,183.14417317708333,1.156226639524545,1226,RipDetSeg-02ggv6693hl4.png,1,1080,1920,0.14491078317901235
139986,77.86419270833333,39.41879619852164,115.23187662760417,127.29663899739583,1.1046998688460266,947,RipDetSeg-02l7oewatoj9.png,1,1080,1920,0.06750868055555556
117730,69.56569010416666,37.73397435897436,85.52345377604166,135.2326416015625,1.581234569357935,832,RipDetSeg-02l7oewatoj9.png,2,1080,1920,0.056775655864197534
224817,112.53333333333333,123.86611570247935,128.1668212890625,148.521435546875,1.158813443706351,484,RipDetSeg-02n13p6jiwl7.png,1,1080,1920,0.10841869212962962
21053,13.333333333333334,8.066283524904215,13.046819051106771,186.07638346354167,14.262203126650759,696,RipDetSeg-02o3ne4btl3d.png,1,1080,1920,0.010152874228395063
63694,28.0318359375,19.06292555181444,36.626790364583336,196.16686197916667,5.3558299820028,891,RipDetSeg-02qeclbp0ypc.png,1,1080,1920,0.030716628086419753
107854,133.62589073634206,84.08132042146293,173.51967042755345,357.3509872327791,2.0594263829124633,780,RipDetSeg-02vj59wvce42.png,1,842,842,0.15212902206600054
78003,40.743359375,20.21457725947522,48.28934326171875,195.014501953125,4.038458359149445,1029,RipDetSeg-02vuakk67j41.png,1,1080,1920,0.0376171875
306614,145.06666666666666,120.59547689282202,155.73011067708333,159.11490885416666,1.0217350271079042,678,RipDetSeg-02w57uvx6jev.png,1,1080,1920,0.14786554783950617
2758,5.648373413085937,3.587642276422764,5.709505208333333,55.3081298828125,9.687026785103424,205,RipDetSeg-02z7dbjhq546.png,1,1080,1920,0.001330054012345679
25336,17.898502604166666,11.729629629629631,22.261979166666666,143.18624674479167,6.431874078796528,576,RipDetSeg-02z7dbjhq546.png,2,1080,1920,0.012218364197530864
306614,145.06666666666666,120.59547689282202,155.73011067708333,159.11490885416666,1.0217350271079042,678,RipDetSeg-032a0g6cii8g.png,1,1080,1920,0.14786554783950617
33298,45.05798950195313,28.829437229437232,58.56538696289063,164.31195068359375,2.8056153848639025,462,RipDetSeg-03am7v2rtl1f.png,1,720,1280,0.03613064236111111
7116,10.133333333333333,6.141100323624595,11.345529174804687,82.79783528645834,7.297838118501308,309,RipDetSeg-03b9je6384le.png,1,1080,1920,0.003431712962962963
332015,148.8,76.92209672748334,158.41398111979166,193.58665364583334,1.2220301028824236,1151,RipDetSeg-03c2tvrq5242.png,1,1080,1920,0.16011525848765432
44358,50.33054809570313,46.81583113456465,51.22508544921875,184.57442626953127,3.603203872690587,379,RipDetSeg-03cx6x659tar.png,1,720,1280,0.04813151041666667
421479,155.2,105.9325164938737,158.47379557291666,236.96829427083333,1.495315319571556,1061,RipDetSeg-03dh3k9vywoq.png,1,1080,1920,0.20325954861111112
175287,86.06595052083333,70.8230303030303,109.22776692708334,154.6642578125,1.4159793078599556,660,RipDetSeg-03gicawip28g.png,1,1080,1920,0.08453269675925926
139138,86.18170572916667,55.5441117764471,94.15211588541666,143.625244140625,1.5254595479873998,668,RipDetSeg-03gicawip28g.png,2,1080,1920,0.06709972993827161
255528,120.84837239583334,103.24363636363637,125.92945149739583,170.98870442708332,1.3578134613777724,660,RipDetSeg-03jas9ravw0y.png,1,1080,1920,0.12322916666666667
111131,55.12684326171875,22.990638738039824,79.19327799479167,173.89143880208334,2.195785339426406,1289,RipDetSeg-03l8b6ow5quy.png,1,1080,1920,0.05359326774691358
127671,86.4,53.95499207606973,97.194482421875,125.08639322916666,1.2869701048072477,631,RipDetSeg-03oaonqhr9o2.png,1,1080,1920,0.061569733796296294
107044,81.06500651041667,47.65453533667223,82.66666666666667,120.26666666666667,1.4548387096774194,599,RipDetSeg-03oaonqhr9o2.png,2,1080,1920,0.05162229938271605
332015,148.8,76.92209672748334,158.41398111979166,193.58665364583334,1.2220301028824236,1151,RipDetSeg-03uuc6r74x2f.png,1,1080,1920,0.16011525848765432
234425,120.53333333333333,74.15579280347964,127.2,170.66666666666666,1.3417190775681342,843,RipDetSeg-042jmajhjqxi.png,1,1080,1920,0.11305217978395062
70013,76.05830078125,58.22286902286902,89.56679077148438,221.64445800781252,2.474627661644187,481,RipDetSeg-0432ri9lggyw.png,1,720,1280,0.07596896701388889
34867,43.59359130859375,17.71022222222222,49.327762858072916,78.51713053385417,1.5917431885116224,525,RipDetSeg-048ejv8b4m4b.png,1,1080,1920,0.016814718364197533
219285,99.30658365885417,49.68224299065421,121.44712727864584,172.14246419270833,1.41742722162335,1177,RipDetSeg-048ejv8b4m4b.png,2,1080,1920,0.10575086805555556
800827,60.266666666666666,39.51773994571922,68.26728515625,370.7444661458333,5.430777938470444,2702,RipDetSeg-04att8jfxcig.png,1,2160,3840,0.0965503231095679
319752,150.93333333333334,127.07481371087928,155.71004231770834,159.8017578125,1.0262777880853888,671,RipDetSeg-04dqmcefrckv.png,1,1080,1920,0.1542013888888889
319752,150.93333333333334,127.07481371087928,155.71004231770834,159.8017578125,1.0262777880853888,671,RipDetSeg-04dzzfhm2khb.png,1,1080,1920,0.1542013888888889
305492,136.10501302083333,136.00089037284363,145.523486328125,190.98136393229166,1.31237485268645,599,RipDetSeg-04ejy7f55n11.png,1,1080,1920,0.14732445987654322
103353,41.38170572916667,16.683292978208232,51.81214599609375,269.68134765625,5.204983165078358,1652,RipDetSeg-04j9aphkh48n.png,1,1080,1920,0.04984230324074074
75960,57.06666666666666,33.20655737704918,62.465311686197914,133.0260986328125,2.129599533595306,610,RipDetSeg-04j9dr88dazr.png,1,1080,1920,0.036631944444444446
137908,82.94036458333333,33.16092575894199,99.843896484375,122.06610514322917,1.2225695254424673,1109,RipDetSeg-04j9dr88dazr.png,2,1080,1920,0.06650655864197531
344541,150.4,80.8781690140845,159.83385416666667,184.36647135416666,1.1534882413704335,1136,RipDetSeg-04lg2tdvtokc.png,1,1080,1920,0.16615596064814814
126107,37.21806353400735,20.185194077631053,42.97584443933823,211.4030101102941,4.919112419273021,1176,RipDetSeg-04mi6vicjmeg.png,1,1530,2720,0.030302527873894657
19948,10.133333333333333,6.503015484922575,10.447162882486978,205.86453450520833,19.705305337041096,818,RipDetSeg-04o0gq4dn8yf.png,1,1080,1920,0.009619984567901235
108142,190.4,121.85014084507043,197.2323974609375,507.952587890625,2.5754013763952073,710,RipDetSeg-04oe69rj406u.png,1,640,640,0.2640185546875
13294,40.53333333333333,29.17750342935528,44.36232096354166,503.65813802083335,11.353286462057637,486,RipDetSeg-04rcsxrh3wje.png,1,360,480,0.07693287037037037
79621,46.37354736328125,16.523164721141374,82.67218424479167,150.0171875,1.8146029268538535,1285,RipDetSeg-04wjrnn21zip.png,1,1080,1920,0.03839747299382716
189051,98.05891927083333,66.24651773981603,117.18194173177083,147.48250325520834,1.2585770561200924,761,RipDetSeg-050rb6zlxc9n.png,1,1080,1920,0.09117042824074074
125412,95.10201822916666,49.472189349112426,100.18992513020834,110.6119384765625,1.1040225684649385,676,RipDetSeg-050rb6zlxc9n.png,2,1080,1920,0.060480324074074075
316322,136.53333333333333,101.26354541816727,145.523486328125,190.98136393229166,1.31237485268645,833,RipDetSeg-051th3g8f85s.png,1,1080,1920,0.15254726080246914
98202,150.9387285012285,93.44679902017269,187.18869011056512,300.6110449938575,1.6059252555071473,661,RipDetSeg-0525i4clnw19.png,1,814,814,0.14820795779026738
69991,60.78759765625,39.43154929577465,62.32027587890625,275.250048828125,4.416701385644696,710,RipDetSeg-05ahshwv13o2.png,1,720,1280,0.07594509548611111
